# Random field Heisenberg chain (noninteracting)
# L=16, J=1, Delta=0, W=3.0, h_i in [-W,W]
# Integrated spectral function I_0(omega)
# omega I_0(omega)

0.0020823 0.400234032870132
0.00247628 0.400234032870132
0.00294481 0.400234032870132
0.00350199 0.400234032870132
0.0041646 0.400234032870132
0.00495257 0.400234032870132
0.00588963 0.400234032870132
0.00700399 0.400234032870132
0.00832919 0.400234032870132
0.00990514 0.400234032870132
0.0117793 0.400234032870132
0.014008 0.400234032870132
0.0166584 0.400234032870132
0.0198103 0.400234032870132
0.0235585 0.400234032870132
0.028016 0.400234032870132
0.0333168 0.400234032870132
0.0396205 0.437034848486467
0.047117 0.437034848486467
0.0560319 0.464146678899893
0.0666335 0.464146678899893
0.0792411 0.464146678899893
0.0942341 0.465647263906730
0.112064 0.465647263906730
0.133267 0.465647263906730
0.158482 0.465647263906730
0.188468 0.465650606147453
0.224128 0.465650606147453
0.266534 0.465879719771298
0.316964 0.471195695216298
0.376936 0.471308475727054
0.448255 0.471350283352373
0.533068 0.471354807227103
0.633929 0.486935974015209
0.753873 0.486939641797138
0.896511 0.486983198003656
1.06614 0.586575340983747
1.26786 0.652730428282892
1.50775 0.677307040354551
1.79302 0.821789443096608
2.13227 0.920904937749292
2.53571 0.939941237869592
3.01549 0.951428051905517
3.58604 0.967685164836302
4.26455 0.979935114631330
5.07143 0.990903456089763
6.03098 1.000000000000000
7.17208 1.000000000000000
8.52909 1.000000000000000
10.1429 1.000000000000000
