# Random field Heisenberg chain
# L=16, J=1, Delta=1, W=5.0, h_i in [-W,W]
# Regular part of the integrated spectral function I^~(omega)
# omega I^~(omega)

0.002983899102582 0.012085602056973
0.003548474043241 0.013417505390120
0.004219870579624 0.015086501059462
0.005018300117680 0.016096505120302
0.005967798205164 0.017651051320615
0.007096948086481 0.019259472850536
0.008439741159248 0.020806927881218
0.010036600235359 0.022231403150825
0.011935596410327 0.023652638780445
0.014193896172962 0.025339582976983
0.016879482318496 0.026802106885928
0.020073200470718 0.029091801321263
0.023871192820654 0.030761413482880
0.028387792345924 0.032554028214100
0.033758964636993 0.033786239293117
0.040146400941437 0.035394975290767
0.047742385641309 0.037148303240176
0.056775584691848 0.039345516776926
0.067517929273985 0.040762512644896
0.080292801882874 0.042108654308308
0.095484771282618 0.042990433248484
0.113551169383696 0.044064218900762
0.135035858547971 0.045356393184326
0.160585603765748 0.046832598219299
0.190969542565235 0.050224546655865
0.227102338767393 0.054830291928939
0.270071717095942 0.058955489460423
0.321171207531496 0.063837264607703
0.381939085130470 0.068804980106236
0.454204677534785 0.076519852448355
0.540143434191883 0.090855634687799
0.642342415062992 0.104598152179791
0.763878170260941 0.122921622853019
0.908409355069570 0.148640521169906
1.080286868383766 0.279270962843474
1.284684830125983 0.381620326304650
1.527756340521881 0.452442554385882
1.816818710139141 0.509845758326833
2.160573736767533 0.545904827319344
2.569369660251966 0.580922458321521
3.055512681043762 0.597465669454406
3.633637420278282 0.614763943846527
4.321147473535065 0.625612178650629
5.138739320503932 0.633671227755067
6.111025362087524 0.640184244568758
7.267274840556563 0.643232432289354
8.642294947070130 0.644122496237384
10.277478641007864 0.644247480738168
12.222050724175048 0.644247929005476
14.534549681113127 0.644247933426358
