V=6^3									V=8^3									V=14^3									V=18^3								
time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum
0.6166	-0.01377	-0.01951	0.6166	0.02441	-0.02109	0.6166	0.03908	-0.02426	0.6166	-0.02219	-0.02292	0.6166	-0.07885	-0.01622	0.6166	-0.04549	-0.02557	0.6166	-0.01616	-0.02382	0.6166	0.01623	-0.0226	0.6166	-0.00804	-0.01828	0.6166	-0.09452	-0.02043	0.6166	-0.00102	-0.02209	0.6166	7.54705E-4	-0.01897
0.63096	-0.01201	-0.01686	0.63096	0.02236	-0.01873	0.63096	0.0404	-0.02246	0.63096	-0.0236	-0.02099	0.63096	-0.07675	-0.01389	0.63096	-0.04546	-0.02336	0.63096	-0.01308	-0.02164	0.63096	0.02022	-0.02079	0.63096	-0.00808	-0.01641	0.63096	-0.09359	-0.01834	0.63096	-0.00233	-0.02045	0.63096	0.00271	-0.01708
0.64565	-0.0105	-0.01416	0.64565	0.02037	-0.0163	0.64565	0.04151	-0.02058	0.64565	-0.02484	-0.01898	0.64565	-0.07469	-0.01158	0.64565	-0.04548	-0.02106	0.64565	-0.00996	-0.01942	0.64565	0.02399	-0.01893	0.64565	-0.00803	-0.01452	0.64565	-0.09262	-0.01622	0.64565	-0.00365	-0.01878	0.64565	0.00457	-0.01516
0.66069	-0.00925	-0.01147	0.66069	0.01844	-0.01382	0.66069	0.04242	-0.01864	0.66069	-0.02591	-0.0169	0.66069	-0.07268	-0.00932	0.66069	-0.04554	-0.0187	0.66069	-0.00682	-0.01716	0.66069	0.02752	-0.01707	0.66069	-0.00788	-0.01263	0.66069	-0.09163	-0.01409	0.66069	-0.00498	-0.0171	0.66069	0.00632	-0.01323
0.67608	-0.00825	-0.00883	0.67608	0.01659	-0.01133	0.67608	0.0431	-0.01664	0.67608	-0.0268	-0.01477	0.67608	-0.07069	-0.00714	0.67608	-0.04565	-0.01629	0.67608	-0.00366	-0.0149	0.67608	0.0308	-0.0152	0.67608	-0.00763	-0.01078	0.67608	-0.0906	-0.01198	0.67608	-0.00631	-0.01542	0.67608	0.00794	-0.01133
0.69183	-0.00749	-0.00629	0.69183	0.01484	-0.00887	0.69183	0.04356	-0.0146	0.69183	-0.02751	-0.01261	0.69183	-0.06873	-0.00507	0.69183	-0.04581	-0.01387	0.69183	-4.96027E-4	-0.01266	0.69183	0.03381	-0.01337	0.69183	-0.00727	-0.00898	0.69183	-0.08954	-0.00991	0.69183	-0.00764	-0.01376	0.69183	0.00941	-0.00946
0.70795	-0.00696	-0.00389	0.70795	0.0132	-0.00647	0.70795	0.04379	-0.01251	0.70795	-0.02802	-0.01044	0.70795	-0.06678	-0.00316	0.70795	-0.04602	-0.01145	0.70795	0.00267	-0.01047	0.70795	0.03653	-0.01159	0.70795	-0.00679	-0.00725	0.70795	-0.08843	-0.00792	0.70795	-0.00897	-0.01213	0.70795	0.01073	-0.00765
0.72444	-0.00666	-0.00169	0.72444	0.01169	-0.00417	0.72444	0.04379	-0.0104	0.72444	-0.02834	-0.00826	0.72444	-0.06484	-0.00141	0.72444	-0.04625	-0.00905	0.72444	0.00582	-0.00834	0.72444	0.03898	-0.00987	0.72444	-0.00618	-0.00561	0.72444	-0.08728	-0.00603	0.72444	-0.0103	-0.01056	0.72444	0.01187	-0.00593
0.74131	-0.00655	2.83826E-4	0.74131	0.01033	-0.00199	0.74131	0.04355	-0.00827	0.74131	-0.02846	-0.0061	0.74131	-0.06288	1.47259E-4	0.74131	-0.04649	-0.00671	0.74131	0.00895	-0.00629	0.74131	0.04115	-0.00825	0.74131	-0.00542	-0.00406	0.74131	-0.08607	-0.00425	0.74131	-0.0116	-0.00904	0.74131	0.01284	-0.00429
0.75858	-0.00663	0.00198	0.75858	0.00913	4.21463E-5	0.75858	0.04308	-0.00612	0.75858	-0.02837	-0.00397	0.75858	-0.06091	0.00149	0.75858	-0.04671	-0.00445	0.75858	0.01206	-0.00434	0.75858	0.04306	-0.00671	0.75858	-0.00451	-0.00262	0.75858	-0.08479	-0.00261	0.75858	-0.01287	-0.00758	0.75858	0.01361	-0.00277
0.77625	-0.00688	0.00338	0.77625	0.00811	0.00189	0.77625	0.04239	-0.00397	0.77625	-0.02805	-0.00188	0.77625	-0.05889	0.00261	0.77625	-0.04689	-0.00228	0.77625	0.01514	-0.00251	0.77625	0.04472	-0.00529	0.77625	-0.00344	-0.00129	0.77625	-0.08344	-0.00111	0.77625	-0.01408	-0.00621	0.77625	0.01419	-0.00136
0.79433	-0.00726	0.00446	0.79433	0.00727	0.00356	0.79433	0.04148	-0.00183	0.79433	-0.02752	1.38873E-4	0.79433	-0.05683	0.0035	0.79433	-0.04698	-2.27102E-4	0.79433	0.01817	-7.98903E-4	0.79433	0.04617	-0.00398	0.79433	-0.0022	-6.56369E-5	0.79433	-0.08199	2.22608E-4	0.79433	-0.01522	-0.0049	0.79433	0.01458	-6.78091E-5
0.81283	-0.00776	0.00521	0.81283	0.00663	0.00501	0.81283	0.04036	2.73427E-4	0.81283	-0.02675	0.00208	0.81283	-0.05472	0.00417	0.81283	-0.04695	0.00168	0.81283	0.02115	7.76821E-4	0.81283	0.04743	-0.00279	0.81283	-8.06289E-4	0.00105	0.81283	-0.08045	0.0014	0.81283	-0.01626	-0.00368	0.81283	0.01477	0.0011
0.83176	-0.00836	0.00562	0.83176	0.0062	0.00627	0.83176	0.03905	0.00233	0.83176	-0.02575	0.00394	0.83176	-0.05254	0.00463	0.83176	-0.04675	0.00344	0.83176	0.02408	0.00222	0.83176	0.04853	-0.00171	0.83176	7.49732E-4	0.00206	0.83176	-0.07879	0.00241	0.83176	-0.01718	-0.00254	0.83176	0.01476	0.00216
0.85114	-0.00904	0.00572	0.85114	0.00598	0.00732	0.85114	0.03755	0.0043	0.85114	-0.02451	0.00568	0.85114	-0.05029	0.00488	0.85114	-0.04633	0.00502	0.85114	0.02694	0.00352	0.85114	0.04952	-7.38297E-4	0.85114	0.00245	0.00298	0.85114	-0.077	0.00328	0.85114	-0.01796	-0.00148	0.85114	0.01458	0.00311
0.87096	-0.00978	0.00554	0.87096	0.00597	0.00817	0.87096	0.03588	0.00616	0.87096	-0.02303	0.0073	0.87096	-0.04798	0.00497	0.87096	-0.04566	0.00641	0.87096	0.02972	0.0047	0.87096	0.05043	1.34872E-4	0.87096	0.00429	0.00381	0.87096	-0.07509	0.00399	0.87096	-0.01857	-4.96845E-4	0.87096	0.01421	0.00397
0.89125	-0.01058	0.00511	0.89125	0.00618	0.00886	0.89125	0.03406	0.00787	0.89125	-0.02132	0.00877	0.89125	-0.04562	0.0049	0.89125	-0.04468	0.00761	0.89125	0.03241	0.00574	0.89125	0.05129	9.2087E-4	0.89125	0.00622	0.00458	0.89125	-0.07304	0.00458	0.89125	-0.019	4.12251E-4	0.89125	0.01368	0.00474
0.91201	-0.01143	0.00448	0.91201	0.00659	0.0094	0.91201	0.0321	0.00938	0.91201	-0.01939	0.01009	0.91201	-0.04321	0.00473	0.91201	-0.04336	0.00859	0.91201	0.03498	0.00667	0.91201	0.05212	0.00163	0.91201	0.00823	0.0053	0.91201	-0.07086	0.00506	0.91201	-0.01923	0.00125	0.91201	0.01298	0.00544
0.93325	-0.01232	0.00373	0.93325	0.00722	0.0098	0.93325	0.03001	0.01064	0.93325	-0.01727	0.01123	0.93325	-0.04077	0.00448	0.93325	-0.04166	0.00935	0.93325	0.03743	0.00749	0.93325	0.05294	0.00228	0.93325	0.01025	0.00597	0.93325	-0.06855	0.00545	0.93325	-0.01926	0.00201	0.93325	0.01213	0.00609
0.95499	-0.01327	0.00291	0.95499	0.00803	0.01011	0.95499	0.0278	0.01162	0.95499	-0.01498	0.01217	0.95499	-0.03834	0.00419	0.95499	-0.03958	0.00988	0.95499	0.03972	0.00819	0.95499	0.05374	0.00289	0.95499	0.01225	0.0066	0.95499	-0.06614	0.00576	0.95499	-0.01909	0.0027	0.95499	0.01115	0.0067
0.97724	-0.01428	0.0021	0.97724	0.00903	0.01034	0.97724	0.0255	0.01227	0.97724	-0.01255	0.01292	0.97724	-0.03594	0.00389	0.97724	-0.03709	0.01019	0.97724	0.04183	0.0088	0.97724	0.05453	0.00346	0.97724	0.01416	0.0072	0.97724	-0.06365	0.00602	0.97724	-0.01872	0.00332	0.97724	0.01003	0.00728
1	-0.01537	0.00136	1	0.01021	0.0105	1	0.02311	0.01254	1	-0.01003	0.01345	1	-0.03361	0.00362	1	-0.03421	0.01028	1	0.04373	0.0093	1	0.05526	0.004	1	0.01592	0.00777	1	-0.0611	0.00623	1	-0.01818	0.00385	1	0.0088	0.00783
1.02329	-0.01656	7.64747E-4	1.02329	0.01156	0.01061	1.02329	0.02066	0.01241	1.02329	-0.00747	0.01375	1.02329	-0.03137	0.00338	1.02329	-0.03095	0.01015	1.02329	0.04539	0.00971	1.02329	0.0559	0.00451	1.02329	0.01745	0.0083	1.02329	-0.05853	0.00641	1.02329	-0.01749	0.00431	1.02329	0.00746	0.00835
1.04713	-0.01785	3.53997E-4	1.04713	0.01306	0.01067	1.04713	0.01815	0.01187	1.04713	-0.00493	0.01384	1.04713	-0.02927	0.00321	1.04713	-0.02735	0.00983	1.04713	0.04679	0.01	1.04713	0.05638	0.005	1.04713	0.0187	0.00878	1.04713	-0.05599	0.00656	1.04713	-0.01669	0.00468	1.04713	0.00603	0.00883
1.07152	-0.01927	1.60682E-4	1.07152	0.01472	0.01065	1.07152	0.01561	0.01091	1.07152	-0.00248	0.01371	1.07152	-0.02731	0.0031	1.07152	-0.02347	0.00933	1.07152	0.04789	0.01018	1.07152	0.05663	0.00545	1.07152	0.01961	0.00918	1.07152	-0.05352	0.00667	1.07152	-0.01581	0.00496	1.07152	0.00453	0.00927
1.09648	-0.02082	1.94935E-4	1.09648	0.01652	0.01055	1.09648	0.01306	0.00959	1.09648	-1.73583E-4	0.01337	1.09648	-0.02553	0.00305	1.09648	-0.01936	0.00869	1.09648	0.04867	0.01024	1.09648	0.05657	0.00586	1.09648	0.02013	0.0095	1.09648	-0.05118	0.00675	1.09648	-0.01491	0.00516	1.09648	0.00299	0.00964
1.12202	-0.02248	4.43454E-4	1.12202	0.01848	0.01031	1.12202	0.01052	0.00794	1.12202	0.00192	0.01285	1.12202	-0.02392	0.00307	1.12202	-0.0151	0.00793	1.12202	0.04913	0.01015	1.12202	0.05611	0.00622	1.12202	0.02023	0.00969	1.12202	-0.04902	0.00676	1.12202	-0.01402	0.00526	1.12202	0.00143	0.00992
1.14815	-0.02424	8.69261E-4	1.14815	0.02059	0.0099	1.14815	0.00802	0.00606	1.14815	0.00373	0.01218	1.14815	-0.02246	0.00312	1.14815	-0.01077	0.00712	1.14815	0.04924	0.00991	1.14815	0.05519	0.0065	1.14815	0.01989	0.00975	1.14815	-0.04709	0.0067	1.14815	-0.01318	0.00528	1.14815	-1.02655E-4	0.0101
1.1749	-0.02606	0.00141	1.1749	0.02286	0.00928	1.1749	0.00561	0.00406	1.1749	0.00522	0.01138	1.1749	-0.02114	0.0032	1.1749	-0.00646	0.00629	1.1749	0.04902	0.00951	1.1749	0.05373	0.00668	1.1749	0.01913	0.00964	1.1749	-0.04543	0.00654	1.1749	-0.01244	0.00522	1.1749	-0.00157	0.01014
1.20226	-0.02787	0.002	1.20226	0.02529	0.00841	1.20226	0.0033	0.00206	1.20226	0.00634	0.01049	1.20226	-0.0199	0.00329	1.20226	-0.00223	0.00549	1.20226	0.04847	0.00894	1.20226	0.0517	0.00675	1.20226	0.01797	0.00935	1.20226	-0.04408	0.00626	1.20226	-0.0118	0.0051	1.20226	-0.0029	0.01004
1.23027	-0.02959	0.00255	1.23027	0.0279	0.00726	1.23027	0.00113	1.97155E-4	1.23027	0.00707	0.00955	1.23027	-0.01868	0.00338	1.23027	0.00184	0.00478	1.23027	0.04762	0.00821	1.23027	0.04907	0.0067	1.23027	0.01649	0.00887	1.23027	-0.04306	0.00584	1.23027	-0.01128	0.00493	1.23027	-0.00404	0.00978
1.25893	-0.03114	0.00297	1.25893	0.03067	0.00583	1.25893	-8.47343E-4	-0.00138	1.25893	0.00739	0.00859	1.25893	-0.01741	0.00347	1.25893	0.00568	0.0042	1.25893	0.0465	0.00733	1.25893	0.04588	0.00651	1.25893	0.01476	0.00822	1.25893	-0.04238	0.00528	1.25893	-0.01086	0.00473	1.25893	-0.00492	0.00935
1.28825	-0.0324	0.0032	1.28825	0.03362	0.00416	1.28825	-0.00262	-0.00256	1.28825	0.00732	0.00763	1.28825	-0.016	0.00356	1.28825	0.00924	0.00377	1.28825	0.04516	0.00633	1.28825	0.04218	0.00619	1.28825	0.01287	0.00741	1.28825	-0.04202	0.00458	1.28825	-0.01051	0.00451	1.28825	-0.00546	0.00877
1.31826	-0.03326	0.00318	1.31826	0.0367	0.00229	1.31826	-0.00415	-0.00322	1.31826	0.00688	0.00669	1.31826	-0.01437	0.00366	1.31826	0.0125	0.00351	1.31826	0.04363	0.00524	1.31826	0.03807	0.00574	1.31826	0.01094	0.00647	1.31826	-0.04196	0.00374	1.31826	-0.01021	0.00429	1.31826	-0.00559	0.00806
1.34896	-0.0336	0.00289	1.34896	0.03991	3.34406E-4	1.34896	-0.00542	-0.00332	1.34896	0.00612	0.00576	1.34896	-0.01248	0.00379	1.34896	0.01543	0.00341	1.34896	0.04195	0.00411	1.34896	0.03367	0.00519	1.34896	0.00907	0.00544	1.34896	-0.04215	0.00279	1.34896	-0.00988	0.00408	1.34896	-0.00524	0.00724
1.38038	-0.03333	0.00234	1.38038	0.04318	-0.0016	1.38038	-0.00642	-0.00284	1.38038	0.0051	0.00485	1.38038	-0.01028	0.00397	1.38038	0.01801	0.00341	1.38038	0.04016	0.00299	1.38038	0.02914	0.00455	1.38038	0.00734	0.00438	1.38038	-0.04252	0.00177	1.38038	-0.00948	0.00386	1.38038	-0.00438	0.00637
1.41254	-0.03237	0.00159	1.41254	0.04646	-0.00335	1.41254	-0.00716	-0.00181	1.41254	0.00388	0.00394	1.41254	-0.00777	0.00421	1.41254	0.02023	0.00346	1.41254	0.03827	0.00194	1.41254	0.02464	0.00384	1.41254	0.00583	0.00335	1.41254	-0.04299	7.04407E-4	1.41254	-0.00894	0.00363	1.41254	-0.00297	0.00547
1.44544	-0.03071	7.3043E-4	1.44544	0.04966	-0.00479	1.44544	-0.00764	-3.37969E-4	1.44544	0.00252	0.00302	1.44544	-0.005	0.0045	1.44544	0.02206	0.00345	1.44544	0.03631	0.00102	1.44544	0.02033	0.00311	1.44544	0.00457	0.0024	1.44544	-0.04346	-3.49105E-4	1.44544	-0.00823	0.00337	1.44544	-0.00102	0.00459
1.47911	-0.02836	-1.39255E-4	1.47911	0.05271	-0.00579	1.47911	-0.00789	0.00145	1.47911	0.00108	0.00209	1.47911	-0.00207	0.00481	1.47911	0.0235	0.00329	1.47911	0.03426	2.76991E-4	1.47911	0.01635	0.00237	1.47911	0.00357	0.0016	1.47911	-0.04381	-0.00135	1.47911	-0.0073	0.00305	1.47911	0.00143	0.00376
1.51356	-0.02539	-8.93937E-4	1.51356	0.05551	-0.00623	1.51356	-0.00793	0.0034	1.51356	-3.96208E-4	0.00115	1.51356	8.80527E-4	0.00508	1.51356	0.02449	0.00286	1.51356	0.03211	-2.57445E-4	1.51356	0.01282	0.00165	1.51356	0.00279	9.63594E-4	1.51356	-0.04391	-0.00227	1.51356	-0.00614	0.00266	1.51356	0.00432	0.00301
1.54882	-0.02194	-0.00142	1.54882	0.05797	-0.00609	1.54882	-0.00779	0.00533	1.54882	-0.00187	2.45346E-4	1.54882	0.00368	0.00522	1.54882	0.025	0.00206	1.54882	0.02984	-5.67484E-4	1.54882	0.00979	9.47658E-4	1.54882	0.00217	5.27832E-4	1.54882	-0.04364	-0.00308	1.54882	-0.00476	0.00216	1.54882	0.00753	0.00234
1.58489	-0.01822	-0.00162	1.58489	0.06	-0.00537	1.58489	-0.0075	0.00709	1.58489	-0.00331	-5.57672E-4	1.58489	0.00612	0.00513	1.58489	0.02495	8.17261E-4	1.58489	0.02743	-6.6073E-4	1.58489	0.00729	2.68679E-4	1.58489	0.00163	2.90669E-4	1.58489	-0.04287	-0.00376	1.58489	-0.00321	0.00155	1.58489	0.01095	0.00175
1.62181	-0.01445	-0.00144	1.62181	0.06156	-0.00418	1.62181	-0.0071	0.00853	1.62181	-0.00473	-0.00117	1.62181	0.00804	0.00471	1.62181	0.0243	-8.75044E-4	1.62181	0.02489	-5.67361E-4	1.62181	0.00532	-3.99736E-4	1.62181	0.0011	2.33204E-4	1.62181	-0.04148	-0.00432	1.62181	-0.00154	8.45592E-4	1.62181	0.01444	0.00121
1.65959	-0.0109	-8.48018E-4	1.65959	0.0626	-0.00264	1.65959	-0.00661	0.00955	1.65959	-0.0061	-0.00151	1.65959	0.00926	0.00385	1.65959	0.02299	-0.00297	1.65959	0.02223	-3.3709E-4	1.65959	0.00383	-0.00108	1.65959	5.03644E-4	3.18788E-4	1.65959	-0.03937	-0.00476	1.65959	1.89446E-4	7.22923E-5	1.65959	0.01783	7.05151E-4
1.69824	-0.00783	1.27481E-4	1.69824	0.06314	-9.31593E-4	1.69824	-0.00607	0.01007	1.69824	-0.00744	-0.00147	1.69824	0.00971	0.0025	1.69824	0.021	-0.00533	1.69824	0.0195	-3.28292E-5	1.69824	0.00277	-0.00178	1.69824	-1.88997E-4	4.98389E-4	1.69824	-0.03648	-0.00509	1.69824	0.00191	-7.21546E-4	1.69824	0.021	1.95412E-4
1.7378	-0.00545	0.00144	1.7378	0.0632	7.91567E-4	1.7378	-0.00553	0.01005	1.7378	-0.00871	-0.001	1.7378	0.00939	6.99444E-4	1.7378	0.01831	-0.00777	1.7378	0.01678	2.78372E-4	1.7378	0.00209	-0.00252	1.7378	-9.82156E-4	7.1802E-4	1.7378	-0.03278	-0.00531	1.7378	0.00355	-0.00148	1.7378	0.02382	-3.36566E-4
1.77828	-0.00393	0.00303	1.77828	0.06288	0.00239	1.77828	-0.00502	0.00946	1.77828	-0.00987	-1.13857E-4	1.77828	0.00839	-0.00145	1.77828	0.01499	-0.01005	1.77828	0.01415	5.35863E-4	1.77828	0.00176	-0.0033	1.77828	-0.00184	9.27176E-4	1.77828	-0.02831	-0.00541	1.77828	0.00505	-0.00213	1.77828	0.0262	-8.97455E-4
1.8197	-0.0033	0.00481	1.8197	0.06228	0.0038	1.8197	-0.0046	0.00825	1.8197	-0.01085	0.00112	1.8197	0.00691	-0.00373	1.8197	0.01114	-0.01188	1.8197	0.01174	6.95695E-4	1.8197	0.00177	-0.0041	1.8197	-0.00272	0.00109	1.8197	-0.02319	-0.00539	1.8197	0.00638	-0.00265	1.8197	0.02805	-0.00148
1.86209	-0.00348	0.00671	1.86209	0.06153	0.00502	1.86209	-0.00434	0.00643	1.86209	-0.01154	0.00252	1.86209	0.00521	-0.00587	1.86209	0.00689	-0.01303	1.86209	0.00963	7.38698E-4	1.86209	0.00213	-0.00487	1.86209	-0.00355	0.00118	1.86209	-0.01759	-0.00521	1.86209	0.00751	-0.003	1.86209	0.02935	-0.00204
1.90546	-0.00423	0.00863	1.90546	0.06077	0.00607	1.90546	-0.00431	0.00399	1.90546	-0.01184	0.00389	1.90546	0.00361	-0.00755	1.90546	0.00245	-0.01332	1.90546	0.00789	6.74458E-4	1.90546	0.00285	-0.00554	1.90546	-0.00429	0.00119	1.90546	-0.01179	-0.00486	1.90546	0.0084	-0.00318	1.90546	0.03008	-0.00254
1.94984	-0.00519	0.01048	1.94984	0.06012	0.00702	1.94984	-0.00455	0.00101	1.94984	-0.0116	0.00496	1.94984	0.00239	-0.00846	1.94984	-0.00199	-0.01265	1.94984	0.00654	5.39828E-4	1.94984	0.00393	-0.00604	1.94984	-0.00495	0.00116	1.94984	-0.00608	-0.00434	1.94984	0.00904	-0.00326	1.94984	0.03025	-0.00294
1.99526	-0.0059	0.01211	1.99526	0.05964	0.00789	1.99526	-0.00509	-0.00236	1.99526	-0.01069	0.00552	1.99526	0.00178	-0.0084	1.99526	-0.0062	-0.01108	1.99526	0.00555	3.91578E-4	1.99526	0.00529	-0.00628	1.99526	-0.00557	0.0011	1.99526	-7.96913E-4	-0.00365	1.99526	0.00939	-0.00326	1.99526	0.02991	-0.00316
2.04174	-0.00584	0.01333	2.04174	0.05935	0.00862	2.04174	-0.0059	-0.00583	2.04174	-0.00904	0.00544	2.04174	0.0019	-0.00728	2.04174	-0.00997	-0.00879	2.04174	0.00485	2.94E-4	2.04174	0.00681	-0.00619	2.04174	-0.00622	0.00105	2.04174	0.00376	-0.00286	2.04174	0.00943	-0.00326	2.04174	0.02911	-0.00319
2.0893	-0.00458	0.01393	2.0893	0.05917	0.00903	2.0893	-0.00689	-0.009	2.0893	-0.00659	0.00473	2.0893	0.00273	-0.0052	2.0893	-0.0131	-0.00604	2.0893	0.00436	3.03616E-4	2.0893	0.00832	-0.00575	2.0893	-0.007	0.00105	2.0893	0.00735	-0.00203	2.0893	0.00914	-0.00327	2.0893	0.02795	-0.00299
2.13796	-0.00179	0.01372	2.13796	0.05891	0.00889	2.13796	-0.00789	-0.01139	2.13796	-0.00339	0.00354	2.13796	0.00416	-0.00244	2.13796	-0.01543	-0.00318	2.13796	0.00399	4.54285E-4	2.13796	0.00963	-0.00497	2.13796	-0.00797	0.00111	2.13796	0.00987	-0.00124	2.13796	0.00849	-0.00328	2.13796	0.02654	-0.00255
2.18776	0.00263	0.01257	2.18776	0.05834	0.00797	2.18776	-0.00865	-0.01258	2.18776	4.25572E-4	0.00215	2.18776	0.00596	6.1579E-4	2.18776	-0.01682	-5.35355E-4	2.18776	0.00373	7.46601E-4	2.18776	0.01057	-0.00393	2.18776	-0.00912	0.00122	2.18776	0.01131	-5.89202E-4	2.18776	0.00752	-0.00325	2.18776	0.02503	-0.00188
2.23872	0.00851	0.01051	2.23872	0.05719	0.00612	2.23872	-0.00884	-0.01231	2.23872	0.00464	8.70192E-4	2.23872	0.00792	0.00353	2.23872	-0.01715	0.00161	2.23872	0.00361	0.00115	2.23872	0.01108	-0.00275	2.23872	-0.01037	0.00133	2.23872	0.01182	-1.22112E-4	2.23872	0.00627	-0.00308	2.23872	0.02355	-0.00101
2.29087	0.01542	0.00776	2.29087	0.05527	0.0034	2.29087	-0.00807	-0.0106	2.29087	0.00895	-1.01354E-5	2.29087	0.00992	0.00589	2.29087	-0.01636	0.0031	2.29087	0.00377	0.00159	2.29087	0.01123	-0.00158	2.29087	-0.01154	0.00141	2.29087	0.01162	1.44045E-4	2.29087	0.00483	-0.00269	2.29087	0.0222	2.70307E-5
2.34423	0.02272	0.00474	2.34423	0.05251	1.28262E-4	2.34423	-0.00597	-0.00781	2.34423	0.01299	-3.45867E-4	2.34423	0.01195	0.00744	2.34423	-0.01445	0.00388	2.34423	0.00434	0.002	2.34423	0.01125	-5.67557E-4	2.34423	-0.01241	0.00139	2.34423	0.01099	2.30364E-4	2.34423	0.00328	-0.00205	2.34423	0.02101	0.00117
2.39883	0.02966	0.002	2.39883	0.04908	-0.00319	2.39883	-0.0022	-0.00456	2.39883	0.01638	-1.65623E-4	2.39883	0.01417	0.008	2.39883	-0.01156	0.00405	2.39883	0.00548	0.00231	2.39883	0.01148	1.86093E-4	2.39883	-0.0128	0.00122	2.39883	0.01013	1.76595E-4	2.39883	0.0017	-0.00119	2.39883	0.01992	0.00231
2.45471	0.03555	4.59399E-5	2.45471	0.04537	-0.00599	2.45471	0.0034	-0.00153	2.45471	0.01876	3.38026E-4	2.45471	0.01687	0.00759	2.45471	-0.00795	0.00374	2.45471	0.00723	0.00251	2.45471	0.01227	6.43759E-4	2.45471	-0.01257	9.14049E-4	2.45471	0.00921	1.54435E-5	2.45471	1.01598E-4	-2.16949E-4	2.45471	0.01877	0.00335
2.51189	0.03983	-8.16293E-4	2.51189	0.04195	-0.00783	2.51189	0.01069	7.78869E-4	2.51189	0.01987	8.7874E-4	2.51189	0.02033	0.00626	2.51189	-0.00407	0.00315	2.51189	0.00954	0.0026	2.51189	0.01387	8.41419E-4	2.51189	-0.01174	5.08959E-4	2.51189	0.00828	-2.46192E-4	2.51189	-0.00154	7.19126E-4	2.51189	0.01735	0.00415
2.5704	0.04222	-6.15103E-4	2.5704	0.03934	-0.00859	2.5704	0.01911	0.00226	2.5704	0.01957	0.00118	2.5704	0.02469	0.00418	2.5704	-5.07143E-4	0.00245	2.5704	0.01218	0.00266	2.5704	0.01629	8.68231E-4	2.5704	-0.01045	9.93515E-5	2.5704	0.00734	-6.24421E-4	2.5704	-0.0033	0.00145	2.5704	0.01551	0.0046
2.63027	0.04268	2.67439E-4	2.63027	0.03784	-0.00853	2.63027	0.02757	0.00329	2.63027	0.0179	0.00104	2.63027	0.02983	0.00154	2.63027	0.00208	0.00176	2.63027	0.01486	0.00276	2.63027	0.01924	8.23567E-4	2.63027	-0.00887	-1.96529E-4	2.63027	0.00637	-0.00113	2.63027	-0.00521	0.00185	2.63027	0.01321	0.00464
2.69153	0.04136	0.00123	2.69153	0.03725	-0.00819	2.69153	0.03454	0.00451	2.69153	0.01511	3.9597E-4	2.69153	0.03526	-0.00131	2.69153	0.00315	0.0012	2.69153	0.01725	0.00294	2.69153	0.0222	7.66487E-4	2.69153	-0.0072	-2.71847E-4	2.69153	0.0054	-0.00172	2.69153	-0.00724	0.00187	2.69153	0.01065	0.0043
2.75423	0.03851	0.00169	2.75423	0.03686	-0.00812	2.75423	0.03835	0.00646	2.75423	0.01159	-6.90151E-4	2.75423	0.04017	-0.00393	2.75423	0.0024	8.61187E-4	2.75423	0.01909	0.00316	2.75423	0.02456	6.8157E-4	2.75423	-0.00555	-7.15548E-5	2.75423	0.00453	-0.00229	2.75423	-0.00921	0.00153	2.75423	0.00824	0.00369
2.81838	0.03439	0.00133	2.81838	0.03559	-0.00858	2.81838	0.03764	0.00923	2.81838	0.00787	-0.00209	2.81838	0.04364	-0.00579	2.81838	-5.23401E-5	8.28827E-4	2.81838	0.02025	0.00329	2.81838	0.02583	4.83234E-4	2.81838	-0.00395	3.80139E-4	2.81838	0.00391	-0.00267	2.81838	-0.01078	9.20647E-4	2.81838	0.00653	0.003
2.88403	0.02929	2.49448E-4	2.88403	0.03241	-0.00942	2.88403	0.03199	0.01219	2.88403	0.0045	-0.00359	2.88403	0.04489	-0.00646	2.88403	-0.00367	0.00118	2.88403	0.02077	0.00314	2.88403	0.02579	6.52282E-5	2.88403	-0.00241	9.79664E-4	2.88403	0.00362	-0.0027	2.88403	-0.01153	1.11499E-4	2.88403	0.00597	0.00236
2.95121	0.02347	-0.00114	2.95121	0.02687	-0.01006	2.95121	0.02234	0.01424	2.95121	0.00189	-0.00493	2.95121	0.04354	-0.00584	2.95121	-0.00758	0.00194	2.95121	0.02076	0.00254	2.95121	0.02462	-6.23355E-4	2.95121	-9.56713E-4	0.00158	2.95121	0.00366	-0.00236	2.95121	-0.01109	-8.14763E-4	2.95121	0.00677	0.00186
3.01995	0.01724	-0.00231	3.01995	0.01951	-0.00988	3.01995	0.01096	0.01431	3.01995	2.83939E-4	-0.00575	3.01995	0.03976	-0.00434	3.01995	-0.01081	0.00299	3.01995	0.02037	0.00144	3.01995	0.02278	-0.00152	3.01995	2.76002E-4	0.00202	3.01995	0.00386	-0.0018	3.01995	-0.0093	-0.00177	3.01995	0.0087	0.00146
3.0903	0.01097	-0.00286	3.0903	0.01178	-0.00848	3.0903	7.87471E-4	0.01192	3.0903	-3.66721E-4	-0.00575	3.0903	0.03421	-0.00286	3.0903	-0.01264	0.00402	3.0903	0.0197	3.02174E-5	3.0903	0.02084	-0.00243	3.0903	0.00112	0.00223	3.0903	0.004	-0.00128	3.0903	-0.00633	-0.00261	3.0903	0.01111	0.00111
