V=6^3									V=8^3									V=14^3									V=18^3																						
time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum	time	position	momentum														
0.01	-0.20547	0.08312	0.01	0.10187	0.07835	0.01	-0.05489	0.08709	0.01	0.19395	0.07765	0.01	-0.17466	0.01	0.38136	0.20784	0.01	0.5569	0.19648	0.01	0.49987	0.16891	0.01	0.45636	0.21302	0.01	0.33174	0.19653	0.01	-0.41841	0.22482	0.01	-0.48872	0.19305	0.01	0.40539	0.22544	0.01	-0.2411	0.20494	0.01	-0.41224	0.213	0.01	-0.44258	0.20706	0.01	0.31763	0.21188
0.01023	-0.20546	0.08311	0.01023	0.10186	0.07834	0.01023	-0.05489	0.08708	0.01023	0.19394	0.07765	0.01023	-0.17466	0.01023	0.38133	0.20779	0.01023	0.5569	0.19642	0.01023	0.49985	0.16886	0.01023	0.45634	0.21296	0.01023	0.33173	0.19647	0.01023	-0.4184	0.22476	0.01023	-0.4887	0.19299	0.01023	0.40538	0.22537	0.01023	-0.24108	0.20487	0.01023	-0.41223	0.21294	0.01023	-0.44255	0.207	0.01023	0.31762	0.21182
0.01047	-0.20546	0.0831	0.01047	0.10186	0.07833	0.01047	-0.05489	0.08707	0.01047	0.19394	0.07764	0.01047	-0.17466	0.01047	0.3813	0.20775	0.01047	0.55689	0.19636	0.01047	0.49983	0.1688	0.01047	0.45632	0.2129	0.01047	0.33171	0.19641	0.01047	-0.41838	0.2247	0.01047	-0.48868	0.19293	0.01047	0.40536	0.22531	0.01047	-0.24106	0.2048	0.01047	-0.41221	0.21287	0.01047	-0.44252	0.20694	0.01047	0.3176	0.21175
0.01072	-0.20545	0.0831	0.01072	0.10186	0.07833	0.01072	-0.05489	0.08706	0.01072	0.19393	0.07763	0.01072	-0.17466	0.01072	0.38126	0.20771	0.01072	0.55688	0.19629	0.01072	0.49981	0.16873	0.01072	0.4563	0.21284	0.01072	0.3317	0.19634	0.01072	-0.41836	0.22463	0.01072	-0.48867	0.19286	0.01072	0.40535	0.22524	0.01072	-0.24104	0.20473	0.01072	-0.41219	0.2128	0.01072	-0.44249	0.20688	0.01072	0.31758	0.21168
0.01096	-0.20545	0.08309	0.01096	0.10186	0.07832	0.01096	-0.05489	0.08705	0.01096	0.19392	0.07762	0.01096	-0.17465	0.01096	0.38123	0.20766	0.01096	0.55687	0.19623	0.01096	0.49978	0.16867	0.01096	0.45628	0.21277	0.01096	0.33168	0.19627	0.01096	-0.41833	0.22456	0.01096	-0.48865	0.19279	0.01096	0.40533	0.22516	0.01096	-0.24102	0.20466	0.01096	-0.41217	0.21273	0.01096	-0.44246	0.20681	0.01096	0.31756	0.21161
0.01122	-0.20544	0.08308	0.01122	0.10186	0.07831	0.01122	-0.05489	0.08704	0.01122	0.19391	0.07761	0.01122	-0.17465	0.01122	0.38119	0.20761	0.01122	0.55686	0.19616	0.01122	0.49976	0.1686	0.01122	0.45625	0.2127	0.01122	0.33167	0.1962	0.01122	-0.41831	0.22449	0.01122	-0.48863	0.19272	0.01122	0.40531	0.22509	0.01122	-0.24099	0.20458	0.01122	-0.41214	0.21265	0.01122	-0.44242	0.20674	0.01122	0.31754	0.21154
0.01148	-0.20544	0.08307	0.01148	0.10186	0.0783	0.01148	-0.05488	0.08703	0.01148	0.1939	0.0776	0.01148	-0.17465	0.01148	0.38115	0.20756	0.01148	0.55685	0.19608	0.01148	0.49973	0.16853	0.01148	0.45623	0.21262	0.01148	0.33165	0.19612	0.01148	-0.41829	0.22441	0.01148	-0.48861	0.19264	0.01148	0.40529	0.22501	0.01148	-0.24097	0.2045	0.01148	-0.41212	0.21257	0.01148	-0.44239	0.20666	0.01148	0.31751	0.21146
0.01175	-0.20543	0.08306	0.01175	0.10185	0.0783	0.01175	-0.05488	0.08702	0.01175	0.19388	0.07759	0.01175	-0.17465	0.01175	0.38111	0.2075	0.01175	0.55684	0.19601	0.01175	0.49971	0.16845	0.01175	0.4562	0.21255	0.01175	0.33163	0.19604	0.01175	-0.41826	0.22434	0.01175	-0.48859	0.19257	0.01175	0.40527	0.22492	0.01175	-0.24094	0.20441	0.01175	-0.4121	0.21249	0.01175	-0.44235	0.20658	0.01175	0.31749	0.21138
0.01202	-0.20542	0.08305	0.01202	0.10185	0.07829	0.01202	-0.05488	0.08701	0.01202	0.19387	0.07758	0.01202	-0.17465	0.01202	0.38107	0.20744	0.01202	0.55683	0.19593	0.01202	0.49968	0.16837	0.01202	0.45618	0.21247	0.01202	0.33161	0.19595	0.01202	-0.41824	0.22425	0.01202	-0.48857	0.19248	0.01202	0.40525	0.22484	0.01202	-0.24091	0.20432	0.01202	-0.41207	0.2124	0.01202	-0.44231	0.2065	0.01202	0.31747	0.21129
0.0123	-0.20542	0.08304	0.0123	0.10185	0.07828	0.0123	-0.05488	0.087	0.0123	0.19386	0.07757	0.0123	-0.17464	0.0123	0.38102	0.20738	0.0123	0.55682	0.19584	0.0123	0.49965	0.16829	0.0123	0.45615	0.21238	0.0123	0.33159	0.19586	0.0123	-0.41821	0.22417	0.0123	-0.48855	0.19239	0.0123	0.40523	0.22475	0.0123	-0.24088	0.20422	0.0123	-0.41204	0.21231	0.0123	-0.44227	0.20642	0.0123	0.31744	0.2112
0.01259	-0.20541	0.08303	0.01259	0.10185	0.07827	0.01259	-0.05488	0.08699	0.01259	0.19385	0.07756	0.01259	-0.17464	0.01259	0.38098	0.20732	0.01259	0.5568	0.19575	0.01259	0.49962	0.1682	0.01259	0.45612	0.21229	0.01259	0.33157	0.19577	0.01259	-0.41818	0.22408	0.01259	-0.48852	0.1923	0.01259	0.40521	0.22465	0.01259	-0.24085	0.20413	0.01259	-0.41202	0.21221	0.01259	-0.44223	0.20633	0.01259	0.31741	0.21111
0.01288	-0.2054	0.08302	0.01288	0.10184	0.07826	0.01288	-0.05488	0.08697	0.01288	0.19383	0.07755	0.01288	-0.17464	0.01288	0.38093	0.20725	0.01288	0.55679	0.19566	0.01288	0.49959	0.16811	0.01288	0.45609	0.2122	0.01288	0.33155	0.19567	0.01288	-0.41815	0.22398	0.01288	-0.4885	0.19221	0.01288	0.40519	0.22455	0.01288	-0.24082	0.20402	0.01288	-0.41199	0.21211	0.01288	-0.44218	0.20623	0.01288	0.31738	0.21101
0.01318	-0.20539	0.08301	0.01318	0.10184	0.07825	0.01318	-0.05487	0.08696	0.01318	0.19382	0.07754	0.01318	-0.17464	0.01318	0.38088	0.20719	0.01318	0.55678	0.19557	0.01318	0.49955	0.16801	0.01318	0.45606	0.2121	0.01318	0.33153	0.19557	0.01318	-0.41812	0.22388	0.01318	-0.48847	0.19211	0.01318	0.40517	0.22445	0.01318	-0.24079	0.20391	0.01318	-0.41196	0.21201	0.01318	-0.44214	0.20613	0.01318	0.31735	0.2109
0.01349	-0.20538	0.083	0.01349	0.10184	0.07823	0.01349	-0.05487	0.08694	0.01349	0.19381	0.07753	0.01349	-0.17464	0.01349	0.38082	0.20711	0.01349	0.55676	0.19546	0.01349	0.49952	0.16791	0.01349	0.45602	0.212	0.01349	0.33151	0.19547	0.01349	-0.41809	0.22378	0.01349	-0.48845	0.192	0.01349	0.40514	0.22434	0.01349	-0.24075	0.2038	0.01349	-0.41192	0.2119	0.01349	-0.44209	0.20603	0.01349	0.31732	0.2108
0.0138	-0.20538	0.08298	0.0138	0.10184	0.07822	0.0138	-0.05487	0.08693	0.0138	0.19379	0.07751	0.0138	-0.17463	0.0138	0.38077	0.20704	0.0138	0.55675	0.19536	0.0138	0.49948	0.16781	0.0138	0.45599	0.21189	0.0138	0.33148	0.19535	0.0138	-0.41805	0.22367	0.0138	-0.48842	0.19189	0.0138	0.40511	0.22422	0.0138	-0.24072	0.20368	0.0138	-0.41189	0.21178	0.0138	-0.44204	0.20592	0.0138	0.31729	0.21068
0.01413	-0.20537	0.08297	0.01413	0.10183	0.07821	0.01413	-0.05487	0.08691	0.01413	0.19377	0.0775	0.01413	-0.17463	0.01413	0.38071	0.20696	0.01413	0.55673	0.19525	0.01413	0.49944	0.1677	0.01413	0.45595	0.21178	0.01413	0.33146	0.19524	0.01413	-0.41802	0.22356	0.01413	-0.48839	0.19178	0.01413	0.40509	0.2241	0.01413	-0.24068	0.20356	0.01413	-0.41186	0.21166	0.01413	-0.44198	0.20581	0.01413	0.31726	0.21056
0.01445	-0.20536	0.08296	0.01445	0.10183	0.0782	0.01445	-0.05487	0.08689	0.01445	0.19376	0.07748	0.01445	-0.17463	0.01445	0.38065	0.20688	0.01445	0.55672	0.19513	0.01445	0.4994	0.16759	0.01445	0.45591	0.21166	0.01445	0.33143	0.19512	0.01445	-0.41798	0.22344	0.01445	-0.48836	0.19166	0.01445	0.40506	0.22398	0.01445	-0.24064	0.20343	0.01445	-0.41182	0.21153	0.01445	-0.44192	0.20569	0.01445	0.31722	0.21044
0.01479	-0.20535	0.08294	0.01479	0.10183	0.07818	0.01479	-0.05486	0.08688	0.01479	0.19374	0.07747	0.01479	-0.17462	0.01479	0.38058	0.20679	0.01479	0.5567	0.19501	0.01479	0.49936	0.16747	0.01479	0.45587	0.21154	0.01479	0.3314	0.19499	0.01479	-0.41794	0.22331	0.01479	-0.48833	0.19153	0.01479	0.40503	0.22384	0.01479	-0.2406	0.20329	0.01479	-0.41178	0.2114	0.01479	-0.44187	0.20557	0.01479	0.31718	0.21031
0.01514	-0.20534	0.08293	0.01514	0.10182	0.07817	0.01514	-0.05486	0.08686	0.01514	0.19372	0.07745	0.01514	-0.17462	0.01514	0.38051	0.2067	0.01514	0.55668	0.19488	0.01514	0.49931	0.16734	0.01514	0.45583	0.21141	0.01514	0.33137	0.19485	0.01514	-0.4179	0.22318	0.01514	-0.48829	0.1914	0.01514	0.405	0.22371	0.01514	-0.24055	0.20315	0.01514	-0.41174	0.21126	0.01514	-0.4418	0.20544	0.01514	0.31714	0.21017
0.01549	-0.20532	0.08291	0.01549	0.10182	0.07816	0.01549	-0.05486	0.08684	0.01549	0.1937	0.07744	0.01549	-0.17462	0.01549	0.38044	0.20661	0.01549	0.55666	0.19475	0.01549	0.49927	0.16721	0.01549	0.45578	0.21127	0.01549	0.33134	0.19471	0.01549	-0.41786	0.22305	0.01549	-0.48826	0.19126	0.01549	0.40496	0.22356	0.01549	-0.24051	0.203	0.01549	-0.4117	0.21112	0.01549	-0.44174	0.2053	0.01549	0.3171	0.21003
0.01585	-0.20531	0.0829	0.01585	0.10182	0.07814	0.01585	-0.05486	0.08682	0.01585	0.19368	0.07742	0.01585	-0.17461	0.01585	0.38037	0.20651	0.01585	0.55664	0.19461	0.01585	0.49922	0.16707	0.01585	0.45574	0.21113	0.01585	0.33131	0.19457	0.01585	-0.41781	0.2229	0.01585	-0.48822	0.19112	0.01585	0.40493	0.22341	0.01585	-0.24046	0.20284	0.01585	-0.41166	0.21097	0.01585	-0.44167	0.20516	0.01585	0.31706	0.20988
0.01622	-0.2053	0.08288	0.01622	0.10181	0.07812	0.01622	-0.05485	0.0868	0.01622	0.19366	0.0774	0.01622	-0.17461	0.01622	0.38029	0.2064	0.01622	0.55662	0.19447	0.01622	0.49916	0.16693	0.01622	0.45569	0.21099	0.01622	0.33128	0.19441	0.01622	-0.41777	0.22276	0.01622	-0.48818	0.19097	0.01622	0.40489	0.22325	0.01622	-0.24041	0.20268	0.01622	-0.41161	0.21081	0.01622	-0.4416	0.20501	0.01622	0.31701	0.20973
0.0166	-0.20529	0.08286	0.0166	0.10181	0.07811	0.0166	-0.05485	0.08677	0.0166	0.19364	0.07738	0.0166	-0.17461	0.0166	0.38021	0.20629	0.0166	0.5566	0.19432	0.0166	0.49911	0.16678	0.0166	0.45564	0.21083	0.0166	0.33124	0.19425	0.0166	-0.41772	0.2226	0.0166	-0.48814	0.19081	0.0166	0.40485	0.22309	0.0166	-0.24036	0.20251	0.0166	-0.41156	0.21064	0.0166	-0.44153	0.20486	0.0166	0.31697	0.20957
0.01698	-0.20528	0.08284	0.01698	0.1018	0.07809	0.01698	-0.05485	0.08675	0.01698	0.19362	0.07736	0.01698	-0.1746	0.01698	0.38012	0.20618	0.01698	0.55658	0.19416	0.01698	0.49905	0.16662	0.01698	0.45558	0.21067	0.01698	0.3312	0.19409	0.01698	-0.41767	0.22244	0.01698	-0.4881	0.19065	0.01698	0.40481	0.22291	0.01698	-0.2403	0.20233	0.01698	-0.41151	0.21047	0.01698	-0.44145	0.2047	0.01698	0.31692	0.2094
0.01738	-0.20526	0.08282	0.01738	0.1018	0.07807	0.01738	-0.05484	0.08673	0.01738	0.19359	0.07734	0.01738	-0.1746	0.01738	0.38003	0.20606	0.01738	0.55655	0.19399	0.01738	0.499	0.16646	0.01738	0.45553	0.2105	0.01738	0.33117	0.19391	0.01738	-0.41761	0.22227	0.01738	-0.48805	0.19047	0.01738	0.40477	0.22273	0.01738	-0.24025	0.20214	0.01738	-0.41146	0.21029	0.01738	-0.44137	0.20453	0.01738	0.31687	0.20922
0.01778	-0.20525	0.0828	0.01778	0.1018	0.07805	0.01778	-0.05484	0.0867	0.01778	0.19357	0.07732	0.01778	-0.1746	0.01778	0.37994	0.20594	0.01778	0.55653	0.19382	0.01778	0.49893	0.16629	0.01778	0.45547	0.21032	0.01778	0.33113	0.19373	0.01778	-0.41756	0.22209	0.01778	-0.488	0.19029	0.01778	0.40473	0.22254	0.01778	-0.24019	0.20195	0.01778	-0.4114	0.2101	0.01778	-0.44128	0.20435	0.01778	0.31681	0.20903
0.0182	-0.20523	0.08278	0.0182	0.10179	0.07803	0.0182	-0.05484	0.08667	0.0182	0.19354	0.07729	0.0182	-0.17459	0.0182	0.37984	0.20581	0.0182	0.5565	0.19363	0.0182	0.49887	0.16611	0.0182	0.4554	0.21014	0.0182	0.33108	0.19353	0.0182	-0.4175	0.2219	0.0182	-0.48796	0.1901	0.0182	0.40468	0.22235	0.0182	-0.24012	0.20174	0.0182	-0.41135	0.2099	0.0182	-0.44119	0.20416	0.0182	0.31676	0.20884
0.01862	-0.20522	0.08276	0.01862	0.10179	0.07801	0.01862	-0.05483	0.08665	0.01862	0.19351	0.07727	0.01862	-0.17459	0.01862	0.37974	0.20567	0.01862	0.55648	0.19344	0.01862	0.4988	0.16592	0.01862	0.45534	0.20995	0.01862	0.33104	0.19333	0.01862	-0.41743	0.2217	0.01862	-0.4879	0.18991	0.01862	0.40464	0.22214	0.01862	-0.24006	0.20153	0.01862	-0.41128	0.20969	0.01862	-0.4411	0.20397	0.01862	0.3167	0.20863
0.01905	-0.2052	0.08273	0.01905	0.10178	0.07799	0.01905	-0.05483	0.08662	0.01905	0.19348	0.07724	0.01905	-0.17458	0.01905	0.37963	0.20553	0.01905	0.55645	0.19324	0.01905	0.49873	0.16572	0.01905	0.45527	0.20974	0.01905	0.33099	0.19312	0.01905	-0.41737	0.2215	0.01905	-0.48785	0.1897	0.01905	0.40459	0.22192	0.01905	-0.23999	0.2013	0.01905	-0.41122	0.20947	0.01905	-0.441	0.20376	0.01905	0.31664	0.20842
0.0195	-0.20518	0.08271	0.0195	0.10177	0.07796	0.0195	-0.05483	0.08659	0.0195	0.19345	0.07722	0.0195	-0.17458	0.0195	0.37952	0.20538	0.0195	0.55642	0.19303	0.0195	0.49866	0.16551	0.0195	0.4552	0.20953	0.0195	0.33094	0.1929	0.0195	-0.4173	0.22128	0.0195	-0.4878	0.18948	0.0195	0.40453	0.2217	0.0195	-0.23992	0.20107	0.0195	-0.41116	0.20925	0.0195	-0.4409	0.20355	0.0195	0.31657	0.20819
0.01995	-0.20516	0.08268	0.01995	0.10177	0.07794	0.01995	-0.05482	0.08655	0.01995	0.19342	0.07719	0.01995	-0.17457	0.01995	0.37941	0.20522	0.01995	0.55639	0.19281	0.01995	0.49858	0.1653	0.01995	0.45513	0.20931	0.01995	0.33089	0.19267	0.01995	-0.41723	0.22106	0.01995	-0.48774	0.18926	0.01995	0.40448	0.22146	0.01995	-0.23984	0.20082	0.01995	-0.41109	0.20901	0.01995	-0.44079	0.20333	0.01995	0.3165	0.20796
0.02042	-0.20514	0.08265	0.02042	0.10176	0.07791	0.02042	-0.05482	0.08652	0.02042	0.19339	0.07716	0.02042	-0.17457	0.02042	0.37928	0.20506	0.02042	0.55636	0.19259	0.02042	0.4985	0.16507	0.02042	0.45505	0.20908	0.02042	0.33084	0.19243	0.02042	-0.41716	0.22083	0.02042	-0.48767	0.18902	0.02042	0.40442	0.22121	0.02042	-0.23976	0.20056	0.02042	-0.41101	0.20876	0.02042	-0.44068	0.2031	0.02042	0.31643	0.20772
0.02089	-0.20512	0.08262	0.02089	0.10176	0.07789	0.02089	-0.05481	0.08648	0.02089	0.19335	0.07713	0.02089	-0.17456	0.02089	0.37915	0.20489	0.02089	0.55632	0.19235	0.02089	0.49841	0.16483	0.02089	0.45497	0.20883	0.02089	0.33078	0.19218	0.02089	-0.41708	0.22058	0.02089	-0.48761	0.18877	0.02089	0.40436	0.22095	0.02089	-0.23968	0.20029	0.02089	-0.41094	0.2085	0.02089	-0.44056	0.20285	0.02089	0.31636	0.20746
0.02138	-0.2051	0.08259	0.02138	0.10175	0.07786	0.02138	-0.05481	0.08645	0.02138	0.19331	0.0771	0.02138	-0.17455	0.02138	0.37902	0.20471	0.02138	0.55629	0.1921	0.02138	0.49833	0.16459	0.02138	0.45488	0.20858	0.02138	0.33073	0.19191	0.02138	-0.417	0.22032	0.02138	-0.48754	0.18851	0.02138	0.4043	0.22068	0.02138	-0.23959	0.20001	0.02138	-0.41086	0.20823	0.02138	-0.44044	0.2026	0.02138	0.31628	0.20719
0.02188	-0.20508	0.08256	0.02188	0.10174	0.07783	0.02188	-0.0548	0.08641	0.02188	0.19328	0.07707	0.02188	-0.17455	0.02188	0.37888	0.20452	0.02188	0.55625	0.19183	0.02188	0.49823	0.16433	0.02188	0.4548	0.20832	0.02188	0.33066	0.19164	0.02188	-0.41691	0.22005	0.02188	-0.48747	0.18824	0.02188	0.40423	0.22039	0.02188	-0.2395	0.19972	0.02188	-0.41077	0.20794	0.02188	-0.44031	0.20233	0.02188	0.3162	0.20691
0.02239	-0.20506	0.08253	0.02239	0.10174	0.0778	0.02239	-0.0548	0.08637	0.02239	0.19324	0.07703	0.02239	-0.17454	0.02239	0.37873	0.20433	0.02239	0.55621	0.19156	0.02239	0.49814	0.16406	0.02239	0.4547	0.20804	0.02239	0.3306	0.19135	0.02239	-0.41682	0.21977	0.02239	-0.4874	0.18795	0.02239	0.40417	0.2201	0.02239	-0.23941	0.19941	0.02239	-0.41069	0.20764	0.02239	-0.44018	0.20205	0.02239	0.31611	0.20662
0.02291	-0.20503	0.08249	0.02291	0.10173	0.07776	0.02291	-0.05479	0.08632	0.02291	0.19319	0.07699	0.02291	-0.17453	0.02291	0.37858	0.20412	0.02291	0.55617	0.19127	0.02291	0.49803	0.16377	0.02291	0.4546	0.20775	0.02291	0.33053	0.19105	0.02291	-0.41673	0.21948	0.02291	-0.48732	0.18766	0.02291	0.40409	0.21979	0.02291	-0.23931	0.19909	0.02291	-0.4106	0.20733	0.02291	-0.44003	0.20176	0.02291	0.31602	0.20631
0.02344	-0.20501	0.08246	0.02344	0.10172	0.07773	0.02344	-0.05479	0.08628	0.02344	0.19315	0.07696	0.02344	-0.17453	0.02344	0.37842	0.20391	0.02344	0.55613	0.19097	0.02344	0.49793	0.16348	0.02344	0.4545	0.20744	0.02344	0.33046	0.19073	0.02344	-0.41663	0.21917	0.02344	-0.48724	0.18735	0.02344	0.40402	0.21946	0.02344	-0.2392	0.19875	0.02344	-0.4105	0.207	0.02344	-0.43989	0.20145	0.02344	0.31593	0.20599
0.02399	-0.20498	0.08242	0.02399	0.10171	0.07769	0.02399	-0.05478	0.08623	0.02399	0.1931	0.07692	0.02399	-0.17452	0.02399	0.37825	0.20368	0.02399	0.55608	0.19066	0.02399	0.49782	0.16317	0.02399	0.4544	0.20712	0.02399	0.33039	0.1904	0.02399	-0.41653	0.21885	0.02399	-0.48716	0.18702	0.02399	0.40394	0.21912	0.02399	-0.2391	0.1984	0.02399	-0.4104	0.20666	0.02399	-0.43973	0.20113	0.02399	0.31583	0.20566
0.02455	-0.20495	0.08238	0.02455	0.1017	0.07766	0.02455	-0.05477	0.08618	0.02455	0.19305	0.07687	0.02455	-0.17451	0.02455	0.37807	0.20345	0.02455	0.55603	0.19033	0.02455	0.4977	0.16284	0.02455	0.45428	0.20679	0.02455	0.33031	0.19005	0.02455	-0.41642	0.21851	0.02455	-0.48707	0.18668	0.02455	0.40386	0.21877	0.02455	-0.23898	0.19803	0.02455	-0.4103	0.20631	0.02455	-0.43957	0.2008	0.02455	0.31573	0.20531
0.02512	-0.20493	0.08234	0.02512	0.10169	0.07762	0.02512	-0.05477	0.08613	0.02512	0.193	0.07683	0.02512	-0.1745	0.02512	0.37788	0.2032	0.02512	0.55599	0.18999	0.02512	0.49758	0.1625	0.02512	0.45417	0.20644	0.02512	0.33023	0.18969	0.02512	-0.41631	0.21816	0.02512	-0.48697	0.18633	0.02512	0.40377	0.2184	0.02512	-0.23886	0.19765	0.02512	-0.41019	0.20593	0.02512	-0.4394	0.20045	0.02512	0.31562	0.20494
0.0257	-0.2049	0.08229	0.0257	0.10168	0.07758	0.0257	-0.05476	0.08608	0.0257	0.19295	0.07678	0.0257	-0.17449	0.0257	0.37769	0.20295	0.0257	0.55593	0.18963	0.0257	0.49745	0.16215	0.0257	0.45404	0.20608	0.0257	0.33015	0.18931	0.0257	-0.41619	0.2178	0.0257	-0.48688	0.18596	0.0257	0.40368	0.21801	0.0257	-0.23874	0.19725	0.0257	-0.41007	0.20554	0.0257	-0.43923	0.20009	0.0257	0.31551	0.20456
0.0263	-0.20486	0.08225	0.0263	0.10167	0.07754	0.0263	-0.05475	0.08602	0.0263	0.1929	0.07674	0.0263	-0.17448	0.0263	0.37749	0.20268	0.0263	0.55588	0.18925	0.0263	0.49732	0.16178	0.0263	0.45392	0.2057	0.0263	0.33006	0.18892	0.0263	-0.41607	0.21741	0.0263	-0.48677	0.18557	0.0263	0.40359	0.2176	0.0263	-0.23861	0.19683	0.0263	-0.40995	0.20513	0.0263	-0.43904	0.1997	0.0263	0.31539	0.20416
0.02692	-0.20483	0.0822	0.02692	0.10166	0.07749	0.02692	-0.05474	0.08597	0.02692	0.19284	0.07668	0.02692	-0.17447	0.02692	0.37728	0.2024	0.02692	0.55582	0.18886	0.02692	0.49718	0.16139	0.02692	0.45378	0.2053	0.02692	0.32997	0.18851	0.02692	-0.41594	0.21701	0.02692	-0.48667	0.18516	0.02692	0.40349	0.21718	0.02692	-0.23847	0.19639	0.02692	-0.40983	0.20471	0.02692	-0.43885	0.1993	0.02692	0.31527	0.20374
0.02754	-0.2048	0.08215	0.02754	0.10165	0.07744	0.02754	-0.05474	0.0859	0.02754	0.19278	0.07663	0.02754	-0.17446	0.02754	0.37705	0.20211	0.02754	0.55576	0.18845	0.02754	0.49703	0.16099	0.02754	0.45364	0.20489	0.02754	0.32987	0.18808	0.02754	-0.41581	0.21659	0.02754	-0.48656	0.18474	0.02754	0.40338	0.21673	0.02754	-0.23833	0.19593	0.02754	-0.4097	0.20426	0.02754	-0.43865	0.19889	0.02754	0.31514	0.2033
0.02818	-0.20476	0.0821	0.02818	0.10164	0.0774	0.02818	-0.05473	0.08584	0.02818	0.19271	0.07658	0.02818	-0.17445	0.02818	0.37682	0.2018	0.02818	0.5557	0.18802	0.02818	0.49688	0.16056	0.02818	0.45349	0.20445	0.02818	0.32977	0.18762	0.02818	-0.41567	0.21615	0.02818	-0.48644	0.18429	0.02818	0.40327	0.21627	0.02818	-0.23818	0.19545	0.02818	-0.40956	0.2038	0.02818	-0.43844	0.19845	0.02818	0.31501	0.20284
0.02884	-0.20472	0.08204	0.02884	0.10163	0.07734	0.02884	-0.05472	0.08577	0.02884	0.19265	0.07652	0.02884	-0.17444	0.02884	0.37658	0.20148	0.02884	0.55564	0.18757	0.02884	0.49672	0.16012	0.02884	0.45334	0.204	0.02884	0.32967	0.18715	0.02884	-0.41552	0.21569	0.02884	-0.48632	0.18383	0.02884	0.40316	0.21578	0.02884	-0.23803	0.19494	0.02884	-0.40941	0.20331	0.02884	-0.43822	0.198	0.02884	0.31487	0.20237
0.02951	-0.20468	0.08199	0.02951	0.10162	0.07729	0.02951	-0.05471	0.0857	0.02951	0.19258	0.07646	0.02951	-0.17443	0.02951	0.37632	0.20115	0.02951	0.55557	0.1871	0.02951	0.49655	0.15965	0.02951	0.45318	0.20352	0.02951	0.32956	0.18666	0.02951	-0.41537	0.21521	0.02951	-0.48619	0.18334	0.02951	0.40304	0.21528	0.02951	-0.23786	0.19442	0.02951	-0.40926	0.2028	0.02951	-0.43799	0.19752	0.02951	0.31472	0.20187
0.0302	-0.20464	0.08193	0.0302	0.1016	0.07723	0.0302	-0.0547	0.08563	0.0302	0.1925	0.0764	0.0302	-0.17442	0.0302	0.37606	0.2008	0.0302	0.5555	0.18661	0.0302	0.49637	0.15917	0.0302	0.45301	0.20303	0.0302	0.32944	0.18614	0.0302	-0.41521	0.21471	0.0302	-0.48605	0.18284	0.0302	0.40292	0.21475	0.0302	-0.23769	0.19387	0.0302	-0.40911	0.20227	0.0302	-0.43774	0.19702	0.0302	0.31456	0.20134
0.0309	-0.2046	0.08186	0.0309	0.10159	0.07718	0.0309	-0.05469	0.08555	0.0309	0.19243	0.07633	0.0309	-0.17441	0.0309	0.37578	0.20043	0.0309	0.55542	0.1861	0.0309	0.49619	0.15866	0.0309	0.45283	0.20251	0.0309	0.32932	0.18561	0.0309	-0.41504	0.21419	0.0309	-0.48591	0.18231	0.0309	0.40279	0.21419	0.0309	-0.23752	0.1933	0.0309	-0.40894	0.20171	0.0309	-0.43749	0.1965	0.0309	0.3144	0.2008
0.03162	-0.20455	0.0818	0.03162	0.10157	0.07711	0.03162	-0.05468	0.08547	0.03162	0.19235	0.07626	0.03162	-0.17439	0.03162	0.37549	0.20005	0.03162	0.55535	0.18556	0.03162	0.496	0.15813	0.03162	0.45265	0.20197	0.03162	0.3292	0.18504	0.03162	-0.41486	0.21364	0.03162	-0.48577	0.18175	0.03162	0.40265	0.21362	0.03162	-0.23733	0.1927	0.03162	-0.40877	0.20113	0.03162	-0.43723	0.19596	0.03162	0.31423	0.20023
0.03236	-0.2045	0.08173	0.03236	0.10156	0.07705	0.03236	-0.05467	0.08539	0.03236	0.19226	0.07619	0.03236	-0.17438	0.03236	0.37518	0.19965	0.03236	0.55527	0.185	0.03236	0.4958	0.15758	0.03236	0.45245	0.2014	0.03236	0.32906	0.18446	0.03236	-0.41468	0.21307	0.03236	-0.48561	0.18118	0.03236	0.40251	0.21301	0.03236	-0.23713	0.19208	0.03236	-0.40859	0.20053	0.03236	-0.43695	0.19539	0.03236	0.31406	0.19963
0.03311	-0.20445	0.08166	0.03311	0.10154	0.07698	0.03311	-0.05465	0.0853	0.03311	0.19218	0.07611	0.03311	-0.17436	0.03311	0.37486	0.19923	0.03311	0.55518	0.18441	0.03311	0.49559	0.157	0.03311	0.45225	0.20081	0.03311	0.32893	0.18384	0.03311	-0.41449	0.21247	0.03311	-0.48545	0.18057	0.03311	0.40236	0.21238	0.03311	-0.23693	0.19142	0.03311	-0.4084	0.19989	0.03311	-0.43666	0.1948	0.03311	0.31387	0.19901
