# Low frequency fit to I_alpha from data11.dat
# omega I_alpha

0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
0.000000000000000000e+00 8.422967844212606026e-02
1.748930867180309434e-04 8.524914380608041020e-02
2.860938757014430678e-04 8.589733483843384199e-02
3.796623139886712295e-04 8.644273896372073329e-02
4.530577060410934109e-04 8.687054922744828767e-02
5.211165432026376720e-04 8.726724733620741525e-02
5.820598202959104128e-04 8.762246477721630233e-02
6.404759921014857582e-04 8.796294679589436449e-02
7.098413218065147134e-04 8.836723845029059721e-02
7.639833688797281752e-04 8.868279538064473277e-02
8.107640416632477809e-04 8.895544276040180665e-02
8.533739077267732398e-04 8.920377741477202027e-02
9.007156008298267125e-04 8.947968443724739485e-02
9.582681405135851094e-04 8.981509239434048997e-02
1.005527200371947316e-03 9.009050466644655253e-02
1.073876749053681579e-03 9.048881483625290101e-02
1.123364711247631931e-03 9.077719933852813894e-02
1.183057683306287799e-03 9.112504168254155490e-02
1.238791196069510825e-03 9.144980063952565241e-02
1.279843139676550834e-03 9.168900314732998658e-02
1.344207005651548714e-03 9.206402767589164093e-02
1.401294830958299542e-03 9.239664410742842726e-02
1.473407930801806653e-03 9.281678506388574279e-02
1.522256579750802530e-03 9.310137172255239513e-02
1.567706642947808149e-03 9.336614929774041116e-02
1.609613331011061632e-03 9.361027610990280134e-02
1.665966582118816319e-03 9.393854840365885306e-02
1.720846790830732331e-03 9.425822532736376214e-02
1.762764299988894834e-03 9.450238465161407697e-02
1.831459737325902282e-03 9.490249969473688041e-02
1.898149729426812371e-03 9.529091047208125553e-02
1.949121547935028786e-03 9.558776045603900595e-02
2.013821588828346165e-03 9.596454007854379742e-02
2.077289034690732450e-03 9.633411833437656446e-02
2.142683761181540802e-03 9.671489438497632429e-02
2.202540410777942270e-03 9.706340079489064743e-02
2.266341581221631429e-03 9.743484878853468645e-02
2.326105327288052749e-03 9.778276719641440518e-02
2.374905220509870851e-03 9.806684129993233079e-02
2.445090345519984609e-03 9.847537482524119923e-02
2.508430715336906758e-03 9.884403695201138262e-02
2.577745816586318739e-03 9.924744111157740578e-02
2.646754258389449888e-03 9.964902549201450077e-02
2.708766714273558307e-03 1.000098671572699494e-01
2.763944988714239770e-03 1.003309167597471879e-01
2.825095238349006888e-03 1.006866857128300430e-01
2.899450466101516355e-03 1.011192399373004314e-01
2.975953779876472360e-03 1.015642427824790389e-01
3.057319960383261814e-03 1.020374774001049367e-01
3.127518354171632264e-03 1.024457127079023699e-01
3.206534295985052907e-03 1.029051735151369634e-01
3.277662545207338241e-03 1.033187204017411986e-01
3.361837029343561767e-03 1.038080584081611385e-01
3.417691798349054011e-03 1.041327259531061172e-01
3.477054179032657011e-03 1.044777489841925699e-01
3.559323308460982105e-03 1.049558517556598014e-01
3.636208969951315595e-03 1.054026069274022065e-01
3.721737540606895323e-03 1.058995111561607111e-01
3.796285598379522952e-03 1.063325577491138901e-01
3.886770268798800387e-03 1.068580988751482164e-01
3.976114793883711584e-03 1.073769293419797738e-01
4.051250954619778355e-03 1.078131811221717251e-01
4.130142528327551688e-03 1.082711675491922348e-01
4.215472354583305048e-03 1.087664476322366403e-01
4.298456108330021147e-03 1.092480269649054175e-01
4.367101114829186059e-03 1.096463309724933777e-01
4.465733636054292077e-03 1.102185314698385654e-01
4.568098204105197624e-03 1.108122527011354275e-01
4.662791373128971628e-03 1.113613587453668313e-01
4.738687147959552703e-03 1.118013773135125843e-01
4.818585819400755810e-03 1.122645199142261185e-01
4.921850137146854820e-03 1.128629753561616322e-01
5.036523986574135969e-03 1.135273793864673697e-01
5.115581728963647379e-03 1.139853200617353818e-01
5.208250303614825327e-03 1.145219862486058920e-01
5.307828810165560185e-03 1.150985287920855554e-01
5.417362359444233277e-03 1.157325377859112214e-01
5.522010502005625376e-03 1.163380976798384370e-01
5.612722224203725574e-03 1.168628749614119555e-01
5.696685163794068529e-03 1.173484939446432784e-01
5.806531394035641114e-03 1.179836439775761719e-01
5.897186142375776541e-03 1.185076772463494188e-01
6.015077913022803813e-03 1.191889510670178093e-01
6.119284046836259705e-03 1.197909428217502625e-01
6.213289279093148210e-03 1.203338446819300633e-01
6.297445166445925224e-03 1.208197336697360569e-01
6.421321640985189205e-03 1.215347284951960177e-01
6.516872041183674469e-03 1.220860414490487211e-01
6.653634592805879322e-03 1.228748524281805671e-01
6.783535641696758489e-03 1.236237656570887689e-01
6.887710162041482675e-03 1.242241278078725919e-01
7.004408131010553262e-03 1.248964149569791876e-01
7.109511722535266642e-03 1.255016800563756585e-01
7.212491841467105758e-03 1.260945041192900740e-01
7.356154623027411077e-03 1.269211685637350873e-01
7.487422796316867135e-03 1.276761424549375246e-01
7.600914523609336726e-03 1.283285880111307009e-01
7.691669677425405638e-03 1.288501290222180407e-01
7.785569992981189458e-03 1.293895589890836084e-01
7.881126201440213919e-03 1.299383059077139357e-01
7.980834099086564493e-03 1.305106816898372324e-01
8.120333295142501129e-03 1.313111107455287030e-01
8.248678520099361755e-03 1.320471533605629133e-01
8.386632830063245336e-03 1.328378834842730560e-01
8.506039993831926438e-03 1.335219487441329511e-01
8.604113365921151058e-03 1.340835457662357399e-01
8.729226252978117273e-03 1.347996473337508549e-01
8.857899242334932310e-03 1.355357328706951747e-01
9.002375513725402456e-03 1.363617411657437883e-01
9.123422880259024481e-03 1.370534029387271424e-01
9.263487993402597098e-03 1.378532732111161507e-01
9.386208447295707469e-03 1.385536838279072258e-01
9.506187324708870179e-03 1.392380728837555037e-01
9.631269690214772083e-03 1.399511746858337069e-01
9.755233820007980228e-03 1.406574949556370913e-01
9.915768026159010873e-03 1.415715744899672668e-01
1.004473556358531638e-02 1.423054096586619521e-01
1.019729618673537175e-02 1.431729034899495157e-01
1.034395253381388893e-02 1.440062160447524442e-01
1.051244592998479277e-02 1.449628622488247642e-01
1.063440706118479184e-02 1.456548106008314081e-01
1.077847967418327224e-02 1.464716567193574126e-01
1.091531128658895788e-02 1.472468888124360276e-01
1.105971162284324905e-02 1.480644038031635468e-01
1.120371659792646080e-02 1.488790614642221954e-01
1.137523615877289451e-02 1.498485567818119701e-01
1.152522062982219708e-02 1.506955910657120923e-01
1.168516828540067110e-02 1.515981259130275705e-01
1.182635830637224217e-02 1.523941525375440142e-01
1.201110550693629264e-02 1.534348009454053474e-01
1.215706244785486057e-02 1.542561781670048204e-01
1.233211659774635649e-02 1.552403906203083661e-01
1.250989169884730856e-02 1.562388732778149936e-01
1.267792648689858304e-02 1.571816853069913367e-01
1.286833099320361384e-02 1.582488640912999567e-01
1.303588719462256407e-02 1.591869642122898665e-01
1.320621751384032372e-02 1.601396072532247916e-01
1.339891946144877721e-02 1.612161576088088633e-01
1.359043902520662428e-02 1.622848092115475038e-01
1.375233391959795881e-02 1.631871425642251183e-01
1.393204453565355383e-02 1.641876703757524092e-01
1.411336919391414924e-02 1.651959960628622825e-01
1.434737738170266397e-02 1.664955043216216068e-01
1.452861209491701500e-02 1.675005502536447699e-01
1.469206052454818945e-02 1.684059039522007861e-01
1.486582394312940814e-02 1.693672828120810214e-01
1.503085334775988713e-02 1.702792699841064183e-01
1.523721994656535017e-02 1.714182154471598496e-01
1.543790151785318088e-02 1.725241922058084743e-01
1.564247463948575945e-02 1.736499822658906789e-01
1.587339464201287242e-02 1.749187598579475256e-01
1.603937235001895445e-02 1.758293908092214974e-01
1.626546035114850852e-02 1.770680145124557403e-01
1.646468929307887130e-02 1.781577538159521690e-01
1.662853532990365979e-02 1.790527257364866731e-01
1.680856583752154965e-02 1.800348105509405883e-01
1.696625374462157332e-02 1.808938952763448627e-01
1.718501725943410996e-02 1.820839758873011860e-01
1.744289126018383485e-02 1.834841915939572354e-01
1.768590247882828592e-02 1.848010766720789566e-01
1.791424739290681245e-02 1.860361375210907164e-01
1.813494221689773700e-02 1.872276398527035757e-01
1.835137355238880552e-02 1.883940238283607349e-01
1.858781875395210115e-02 1.896658680628473537e-01
1.881539342738558496e-02 1.908876127897208841e-01
1.903686944180993379e-02 1.920743517867664341e-01
1.926727606930489500e-02 1.933065535755327802e-01
1.950858215805695295e-02 1.945944106758020209e-01
1.974125629323086883e-02 1.958336258796733731e-01
1.995730631201997340e-02 1.969820223295263850e-01
2.022937915399758424e-02 1.984250567766978335e-01
2.044345050618923132e-02 1.995579754698109387e-01
2.068090857298932050e-02 2.008120836442766344e-01
2.091659922705635388e-02 2.020541565459617050e-01
2.120299112606960357e-02 2.035597728391381200e-01
2.141768277314870517e-02 2.046858035978572354e-01
2.168056737385315458e-02 2.060614928083864816e-01
2.194051435374211323e-02 2.074184225567293205e-01
2.220381146243921577e-02 2.087893828799056162e-01
2.247249628899439244e-02 2.101847849823221537e-01
2.274320523443251751e-02 2.115869848513989016e-01
2.300938541137176330e-02 2.129620675904834726e-01
2.330462238543895559e-02 2.144829849713258962e-01
2.348470396605817356e-02 2.154084587873792145e-01
2.378427103145597243e-02 2.169442448605082563e-01
2.403363092262600365e-02 2.182190464155956411e-01
2.414089454740375729e-02 2.187664023669788627e-01
2.445888843075461061e-02 2.203855163961075114e-01
2.469264568121154468e-02 2.215722989466509807e-01
2.492792797084408818e-02 2.227638758314327283e-01
2.520203371737306242e-02 2.241483244654885743e-01
2.549965541919219092e-02 2.256469567038396073e-01
2.573848194022521074e-02 2.268460609904991709e-01
2.601838639534381770e-02 2.282474553812555707e-01
2.632525100086224867e-02 2.297789038437999254e-01
2.661966048704489385e-02 2.312433263777436687e-01
2.683256325862926062e-02 2.322993440560889300e-01
2.714558305294778595e-02 2.338473872886654703e-01
2.745096523584278358e-02 2.353524015865199603e-01
2.776996650288987567e-02 2.369189659024815708e-01
2.807579227351864049e-02 2.384154625502259706e-01
2.831767018948783132e-02 2.395953100734208863e-01
2.862087478474625163e-02 2.410696271349898057e-01
2.888769991394291026e-02 2.423627359732039577e-01
2.914234119879344220e-02 2.435930196896848032e-01
2.942037801495467342e-02 2.449321105388727327e-01
2.965422470988418602e-02 2.460549458947684509e-01
2.995866221592580203e-02 2.475120269714195798e-01
3.028005592975668847e-02 2.490444756205788812e-01
3.054815104240337156e-02 2.503182298930770600e-01
3.085556629885166657e-02 2.517736819454836628e-01
3.120983690253686937e-02 2.534441725544525070e-01
3.145675370140454952e-02 2.546041439570766451e-01
3.180386807720436693e-02 2.562288194822668341e-01
3.211642836531325429e-02 2.576857457072891933e-01
3.246537485352618546e-02 2.593055260588775779e-01
3.273295910261775354e-02 2.605427957679111173e-01
3.299324668975284203e-02 2.617422945619828356e-01
3.332121451787162236e-02 2.632480184032602311e-01
3.359210088121389326e-02 2.644869035446317795e-01
3.391042101552299570e-02 2.659371985476017275e-01
3.422606829171415121e-02 2.673694131458325129e-01
3.459199587580974455e-02 2.690224042017547723e-01
3.491025601274966306e-02 2.704536326040105076e-01
3.523775526398731373e-02 2.719201533084236733e-01
3.555174044722542170e-02 2.733201964313026755e-01
3.591979762423069822e-02 2.749539083319647026e-01
3.625216068864434149e-02 2.764222849999350418e-01
3.659935192271124293e-02 2.779491789484518360e-01
3.695438699865460919e-02 2.795031776640150012e-01
3.731622325510119964e-02 2.810792551474506906e-01
3.766807178645625864e-02 2.826043844416370465e-01
3.800187399101773167e-02 2.840445066806221996e-01
3.834564396781647844e-02 2.855207319737284033e-01
3.873907109878937938e-02 2.872016078390342009e-01
3.908266754680722599e-02 2.886620933315234838e-01
3.944247318030758009e-02 2.901839935676079341e-01
3.981063319214239726e-02 2.917333131276227398e-01
4.016937262420494648e-02 2.932352921786766098e-01
4.052989978503473978e-02 2.947371117004252139e-01
4.077732153634139323e-02 2.957633476465987288e-01
4.117310179819955174e-02 2.973974464913591298e-01
4.151643104749691560e-02 2.988075326957132516e-01
4.183379889425165032e-02 3.001048441073331796e-01
4.214966104056738772e-02 3.013901443116242529e-01
4.257545634832249348e-02 3.031135522857565934e-01
4.292625665817317859e-02 3.045254703031141652e-01
4.329562670646058820e-02 3.060043850165616863e-01
4.366385309676212856e-02 3.074708309434125431e-01
4.398045367314518117e-02 3.087253945733053895e-01
4.436455475815492822e-02 3.102396526281578915e-01
4.470266920200138827e-02 3.115655698583387201e-01
4.506859157645015657e-02 3.129931214105490245e-01
4.545431724563053777e-02 3.144896077776979659e-01
4.585748124490796052e-02 3.160446453495686647e-01
4.620663510238182115e-02 3.173838646616497505e-01
4.657101967695753686e-02 3.187741048277984435e-01
4.698013245318888309e-02 3.203260202563220083e-01
4.736610553132636348e-02 3.217814814594613937e-01
4.773129844273515943e-02 3.231508529536146201e-01
4.808322230570860611e-02 3.244633811370654097e-01
