# Random field Heisenberg chain (noninteracting)
# L=16, J=1, Delta=0, W=2.0, h_i in [-W,W]
# Integrated spectral function I_0(omega)
# omega I_0(omega)

0.00144602 0.159601270387761
0.00171962 0.159601270387761
0.00204498 0.159601270387761
0.0024319 0.159601270387761
0.00289204 0.159601270387761
0.00343923 0.159601270387761
0.00408996 0.159601270387761
0.00486381 0.159601270387761
0.00578407 0.159601270387761
0.00687846 0.159601270387761
0.00817991 0.159601270387761
0.00972761 0.159601270387761
0.0115681 0.159601270387761
0.0137569 0.159601270387761
0.0163598 0.159601270387761
0.0194552 0.159601270387761
0.0231363 0.159601270387761
0.0275138 0.160363169354510
0.0327197 0.160363169354510
0.0389104 0.160363169354510
0.0462726 0.160363169354510
0.0550277 0.160363169354510
0.0654393 0.160692133177809
0.0778209 0.160692133177809
0.0925452 0.160692133177809
0.110055 0.160709332449538
0.130879 0.160709332449538
0.155642 0.175552851478994
0.18509 0.175891192850555
0.220111 0.175955559331284
0.261757 0.175955561289448
0.311284 0.197717253071687
0.370181 0.197894284249142
0.440221 0.197910126318087
0.523514 0.199281638818792
0.622567 0.207745684063655
0.740361 0.228582071059498
0.880443 0.347772785738681
1.04703 0.443664376087766
1.24513 0.566927880143957
1.48072 0.701453020381053
1.76089 0.777167044460366
2.09406 0.931830609431388
2.49027 0.935717570334217
2.96145 0.980444566655997
3.52177 0.989981350491338
4.18812 0.993120239413770
4.98054 1.000000000000000
5.92289 1.000000000000000
7.04354 1.000000000000000
