# Random field Heisenberg chain (noninteracting)
# L=16, J=1, Delta=0, W=3.5, h_i in [-W,W]
# Integrated spectral function I_0(omega)
# omega I_0(omega)

0.0020151 0.622726068949769
0.00239638 0.622726068949769
0.00284979 0.622726068949769
0.00338899 0.622726068949769
0.00403021 0.622726068949769
0.00479275 0.622726068949769
0.00569958 0.622726068949769
0.00677798 0.622726068949769
0.00806042 0.622726068949769
0.00958551 0.622726068949769
0.0113992 0.622726068949769
0.013556 0.622726068949769
0.0161208 0.622726068949769
0.019171 0.622726068949769
0.0227983 0.622726068949769
0.0271119 0.622726068949769
0.0322417 0.622916896208946
0.038342 0.622916896208946
0.0455966 0.622916896208946
0.0542238 0.622916896208946
0.0644833 0.622916896208946
0.0766841 0.622916896208946
0.0911932 0.622916896208946
0.108448 0.622918465168148
0.128967 0.622918465168148
0.153368 0.622918465168148
0.182386 0.622918762154668
0.216895 0.622918917444951
0.257933 0.623119205881968
0.306736 0.623119205881968
0.364773 0.623818551619029
0.433791 0.623818551619029
0.515867 0.623950046597392
0.613472 0.626399930138513
0.729546 0.627890919639078
0.867581 0.628207778681043
1.03173 0.628661137669590
1.22694 0.629905297547595
1.45909 0.697857958358878
1.73516 0.754630862036503
2.06347 0.832814461638862
2.45389 0.897446648763131
2.91818 0.949008391190993
3.47032 0.961852054871767
4.12693 0.990800215800966
4.90778 0.999208549421678
5.83637 0.999908312898477
6.94065 1.000000000000000
8.25387 1.000000000000000
9.81556 1.000000000000000
