# Random field Heisenberg chain
# L=16, J=1, Delta=1, W=2, h_i in [-W,W]
# Regular part of the integrated spectral function I^~(omega)
# omega I^~(omega)

0.001686694199503 0.028888508788421
0.002005828742883 0.032646179194333
0.002385345812514 0.036619299807192
0.002836670211983 0.040649405782847
0.003373388399007 0.045125117665459
0.004011657485766 0.049652202054240
0.004770691625027 0.054330808840855
0.005673340423966 0.059139402104099
0.006746776798013 0.064010848650505
0.008023314971533 0.069099078444332
0.009541383250054 0.074388706348610
0.011346680847932 0.079678235172497
0.013493553596026 0.085053059405229
0.016046629943065 0.090725410753106
0.019082766500109 0.096525813450749
0.022693361695865 0.102579105471319
0.026987107192053 0.108806264366115
0.032093259886130 0.114984964187868
0.038165533000217 0.121479110352547
0.045386723391730 0.128199580631969
0.053974214384105 0.135027111061557
0.064186519772260 0.142084327360601
0.076331066000435 0.149185280723286
0.090773446783459 0.156379900418778
0.107948428768211 0.163728075807657
0.128373039544521 0.171278385385250
0.152662132000870 0.178955849171463
0.181546893566919 0.186587198391368
0.215896857536422 0.194598985230365
0.256746079089042 0.202976184755611
0.305324264001740 0.212641313702972
0.363093787133838 0.224252303577744
0.431793715072844 0.237010034348799
0.513492158178083 0.251940766309945
0.610648528003479 0.269152815057738
0.726187574267676 0.290160424213855
0.863587430145687 0.325060699033869
1.026984316356167 0.391744063612045
1.221297056006959 0.452321799160256
1.452375148535352 0.510866164182597
1.727174860291375 0.574620014357224
2.053968632712333 0.640921647455544
2.442594112013918 0.704356046443673
2.904750297070704 0.753272094522756
3.454349720582749 0.789650507152381
4.107937265424667 0.805388944615767
4.885188224027836 0.808832797946776
5.809500594141408 0.809130878857088
6.908699441165498 0.809153359248188
8.215874530849334 0.809154283777253
